ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20220000059,1,Dry,1
T20220002574,9,Unk.,0
T20220000011,1,Dry,1
T20220000041,1,Dry,1
T20220001286,9,Unk.,0
T20220000111,1,Dry,1
T20220000039,1,Dry,0
T20220003468,1,Dry,0
T20220000014,1,Dry,1
T20220000009,1,Dry,1
T20220002291,1,Dry,1
T20220000054,1,Dry,0
T20220000053,1,Dry,0
T20220000051,1,Dry,1
T20220000061,1,Dry,1
T20220000021,1,Dry,0
T20220000083,1,Dry,1
T20220000081,1,Dry,0
T20220000033,1,Dry,1
T20220000029,1,Dry,1
T20220000071,1,Dry,1
T20220000981,1,Dry,1
T20220024316,1,Dry,1
T20220000915,1,Dry,1
T20220000070,1,Dry,0
T20220002649,9,Unk.,1
T20220000219,9,Unk.,0
T20220000096,1,Dry,1
T20220000625,1,Dry,0
T20220000077,1,Dry,1
T20220000102,1,Dry,1
T20220000106,1,Dry,0
T20220000108,1,Dry,1
T20220000073,1,Dry,1
T20220000092,1,Dry,1
T20220000109,1,Dry,1
T20220000090,1,Dry,1
T20220000117,1,Dry,1
T20220000393,1,Dry,1
T20220000086,1,Dry,1
T20220000352,1,Dry,1
T20220000130,1,Dry,1
T20220000072,1,Dry,1
T20220000119,1,Dry,1
T20220000131,1,Dry,1
T20220000097,1,Dry,1
T20220000094,1,Dry,1
T20220000141,1,Dry,1
T20220000118,1,Dry,1
T20220000098,1,Dry,0
T20220014054,9,Unk.,0
T20220001064,1,Dry,0
T20220000741,9,Unk.,1
T20220000091,1,Dry,0
T20220000089,1,Dry,0
T20220000087,1,Dry,0
T20220000142,1,Dry,1
T20220000656,1,Dry,1
T20220000269,1,Dry,1
T20220000234,1,Dry,1
T20220000251,1,Dry,1
T20220000286,1,Dry,0
T20220000350,1,Dry,0
T20220002105,1,Dry,1
T20220006430,1,Dry,1
T20220001022,1,Dry,1
T20220001075,9,Unk.,1
T20220001756,1,Dry,1
T20220000132,1,Dry,1
T20220000135,1,Dry,1
T20220000137,1,Dry,0
T20220000147,1,Dry,1
T20220000149,1,Dry,1
T20220000150,1,Dry,1
T20220000155,1,Dry,0
T20230002412,1,Dry,0
T20220000156,1,Dry,0
T20220000157,1,Dry,1
T20220000159,1,Dry,0
T20220005443,1,Dry,0
T20220000163,1,Dry,1
T20220000164,1,Dry,1
T20220000167,1,Dry,0
T20220000169,1,Dry,1
T20220000170,1,Dry,1
T20220000171,1,Dry,0
T20220000172,1,Dry,0
T20220000180,1,Dry,1
T20220000183,1,Dry,1
T20220000184,9,Unk.,1
T20220000161,1,Dry,1
T20220001590,1,Dry,0
T20220000208,1,Dry,1
T20220001150,1,Dry,1
T20220000185,1,Dry,1
T20220000210,1,Dry,1
T20220000179,1,Dry,1
T20220000221,1,Dry,1
T20220002195,1,Dry,0
T20220000385,1,Dry,1
T20220003494,9,Unk.,0
T20220000217,1,Dry,0
T20220007203,9,Unk.,1
T20220001375,1,Dry,0
T20220000188,1,Dry,0
T20220000196,1,Dry,1
T20220002130,9,Unk.,1
T20220000258,1,Dry,1
T20220001891,9,Unk.,1
T20220000225,1,Dry,1
T20220000226,1,Dry,0
T20220000198,1,Dry,1
T20220002025,9,Unk.,0
T20220000201,1,Dry,0
T20220000242,1,Dry,1
T20220007079,1,Dry,1
T20220001739,1,Dry,1
T20220000205,1,Dry,1
T20220000249,1,Dry,1
T20220004147,1,Dry,1
T20220000266,1,Dry,1
T20220002338,1,Dry,0
T20220000368,1,Dry,1
T20220001613,1,Dry,0
T20220000273,1,Dry,1
T20220000276,1,Dry,1
T20220000279,1,Dry,1
T20220000280,1,Dry,0
T20220000282,1,Dry,1
T20220000283,1,Dry,1
T20220000308,2,Wet,1
T20220000299,1,Dry,1
T20220000296,1,Dry,1
T20220001744,2,Wet,1
T20220000295,1,Dry,1
T20220000294,2,Wet,1
T20220000253,2,Wet,1
T20220013574,1,Dry,1
T20220000254,1,Dry,1
T20220000304,2,Wet,1
T20220000291,1,Dry,1
T20220000257,1,Dry,0
T20220000290,1,Dry,1
T20220000247,2,Wet,0
T20220000263,1,Dry,0
T20220000250,1,Dry,0
T20220000241,2,Wet,0
T20220000320,1,Dry,1
T20220000347,2,Wet,0
T20220000326,2,Wet,1
T20220000345,2,Wet,1
T20220000328,1,Dry,0
T20220000332,1,Dry,0
T20220001261,1,Dry,1
T20220000344,2,Wet,1
T20220000336,1,Dry,1
T20220000342,2,Wet,1
T20220001201,1,Dry,1
T20220000338,1,Dry,1
T20220000339,1,Dry,1
T20220000415,1,Dry,0
T20220000306,1,Dry,1
T20220000307,1,Dry,1
T20220000311,1,Dry,1
T20220000367,1,Dry,1
T20220000366,2,Wet,0
T20220000365,1,Dry,0
T20220000361,1,Dry,1
T20220000878,1,Dry,1
T20220000356,1,Dry,1
T20220000312,2,Wet,1
T20220000313,1,Dry,1
T20220000316,1,Dry,1
T20220002343,1,Dry,1
T20220000319,1,Dry,1
T20220000586,1,Dry,1
T20220001886,1,Dry,0
T20220000411,2,Wet,1
T20220000408,2,Wet,1
T20220000425,1,Dry,1
T20220000407,1,Dry,1
T20220000668,1,Dry,1
T20220000406,2,Wet,1
T20220001967,2,Wet,0
T20220000682,2,Wet,1
T20220000858,2,Wet,0
T20220000607,1,Dry,1
T20220000419,1,Dry,0
T20220000379,1,Dry,1
T20220002744,1,Dry,0
T20220001842,1,Dry,1
T20220000436,1,Dry,1
T20220005571,2,Wet,0
T20220005801,9,Unk.,1
T20220000603,1,Dry,0
T20220000400,2,Wet,1
T20220000426,1,Dry,0
T20220002264,2,Wet,0
T20220005758,1,Dry,0
T20220003411,2,Wet,1
T20220000390,2,Wet,1
T20220001087,2,Wet,1
T20220000384,2,Wet,0
T20220000397,1,Dry,1
T20220000394,1,Dry,1
T20220000386,2,Wet,1
T20220000395,2,Wet,1
T20220000512,1,Dry,0
T20220004010,2,Wet,0
T20220000514,1,Dry,0
T20220000387,2,Wet,1
T20220000424,1,Dry,1
T20220000534,1,Dry,1
T20220000422,1,Dry,1
T20220000711,9,Unk.,1
T20220000421,2,Wet,0
T20220000538,2,Wet,1
T20220000441,1,Dry,1
T20220000494,1,Dry,1
T20220000445,1,Dry,1
T20220000431,2,Wet,1
T20220000434,2,Wet,1
T20220002356,1,Dry,0
T20220000439,2,Wet,1
T20220000466,1,Dry,0
T20220000448,1,Dry,1
T20220000619,1,Dry,1
T20220000626,2,Wet,1
T20220000443,2,Wet,1
T20220001314,9,Unk.,0
T20220000455,1,Dry,0
T20220000467,1,Dry,1
T20220000468,1,Dry,1
T20220000444,1,Dry,1
T20220000479,1,Dry,1
T20220000990,2,Wet,0
T20220000459,1,Dry,1
T20220000477,1,Dry,1
T20220000449,1,Dry,1
T20220001017,3,Muddy,1
T20220000461,1,Dry,1
T20220000447,2,Wet,0
T20220000475,1,Dry,1
T20220000465,2,Wet,1
T20220000442,2,Wet,1
T20220000596,1,Dry,1
T20220000713,1,Dry,1
T20220000781,1,Dry,1
T20220000462,1,Dry,1
T20220000363,9,Unk.,1
T20220001549,1,Dry,0
T20220000505,1,Dry,1
T20220000560,1,Dry,1
T20220000500,1,Dry,1
T20220000516,1,Dry,1
T20220000506,1,Dry,1
T20220000503,1,Dry,1
T20220000501,1,Dry,1
T20220000491,1,Dry,1
T20220000521,1,Dry,0
T20220000518,1,Dry,1
T20220000487,1,Dry,1
T20220002941,1,Dry,1
T20220026561,9,Unk.,0
T20220004537,1,Dry,1
T20220008858,1,Dry,0
T20220000502,1,Dry,1
T20220000812,1,Dry,1
T20220000495,1,Dry,1
T20220002277,1,Dry,1
T20220000536,1,Dry,1
T20220000530,1,Dry,1
T20220000547,1,Dry,1
T20220000660,1,Dry,0
T20220001202,1,Dry,0
T20220000542,1,Dry,1
T20220000552,1,Dry,1
T20220000573,1,Dry,1
T20220000574,1,Dry,1
T20220002478,1,Dry,1
T20220000604,1,Dry,0
T20220000575,1,Dry,1
T20220001304,1,Dry,1
T20220000582,1,Dry,0
T20220000564,1,Dry,0
T20220000563,1,Dry,0
T20220000553,1,Dry,1
T20220000555,1,Dry,1
T20220000571,1,Dry,0
T20220000580,1,Dry,1
T20220000577,1,Dry,1
T20220000581,1,Dry,1
T20220000588,1,Dry,0
T20220001218,9,Unk.,1
T20220000925,1,Dry,1
T20220000584,1,Dry,1
T20220000541,1,Dry,1
T20220000532,1,Dry,1
T20220000550,1,Dry,1
T20220000551,1,Dry,0
T20220000662,1,Dry,1
T20220000737,1,Dry,0
T20220000624,1,Dry,0
T20220000621,1,Dry,0
T20220000718,9,Unk.,1
T20220000614,1,Dry,1
T20220000606,9,Unk.,0
T20220000631,1,Dry,1
T20220000636,1,Dry,1
T20220000611,1,Dry,0
T20220000610,1,Dry,1
T20220000602,1,Dry,1
T20220000616,1,Dry,1
T20220000592,2,Wet,1
T20220000673,1,Dry,1
T20220000667,3,Muddy,1
T20220000693,1,Dry,1
T20220000717,1,Dry,1
T20220000694,1,Dry,1
T20220001016,9,Unk.,1
T20220000715,1,Dry,1
T20220000669,1,Dry,1
T20220000691,1,Dry,1
T20220000684,1,Dry,1
T20220000646,1,Dry,1
T20220001120,1,Dry,1
T20220000703,1,Dry,1
T20220000677,1,Dry,0
T20220000678,1,Dry,1
T20220000666,1,Dry,0
T20220000799,1,Dry,1
T20220000704,1,Dry,1
T20220000681,1,Dry,0
T20220000705,1,Dry,1
T20220000917,1,Dry,1
T20220000707,1,Dry,0
T20220000671,1,Dry,0
T20220000699,1,Dry,1
T20220000680,1,Dry,1
T20220004642,1,Dry,1
T20220000651,1,Dry,0
T20220000696,1,Dry,1
T20220000670,1,Dry,0
T20220000748,1,Dry,0
T20220002872,1,Dry,1
T20220000753,2,Wet,1
T20220000719,1,Dry,0
T20220000720,1,Dry,1
T20220000722,1,Dry,1
T20220000725,1,Dry,0
T20220000727,1,Dry,1
T20220000734,1,Dry,1
T20220000735,1,Dry,0
T20220000738,1,Dry,1
T20220000746,1,Dry,1
T20220000747,1,Dry,0
T20220000751,2,Wet,1
T20220000752,1,Dry,1
T20220000793,1,Dry,1
T20220000754,1,Dry,0
T20220000755,1,Dry,1
T20220000762,1,Dry,1
T20220000764,1,Dry,1
T20220002752,1,Dry,1
T20220001447,1,Dry,1
T20220019095,2,Wet,1
T20220003209,1,Dry,1
T20220001522,1,Dry,0
T20220000724,1,Dry,1
T20220003339,1,Dry,1
T20220002472,1,Dry,1
T20220007090,9,Unk.,0
T20220000765,1,Dry,1
T20220000767,1,Dry,0
T20220000768,1,Dry,1
T20220000769,1,Dry,1
T20220000772,1,Dry,1
T20220000823,1,Dry,0
T20220000779,1,Dry,1
T20220000773,1,Dry,1
T20220000844,1,Dry,1
T20220000831,1,Dry,1
T20220001267,1,Dry,0
T20220000806,1,Dry,1
T20220000864,1,Dry,0
T20220000790,1,Dry,1
T20220000802,1,Dry,1
T20220000796,1,Dry,1
T20220000817,1,Dry,1
T20220000815,1,Dry,0
T20220000832,1,Dry,0
T20220000839,1,Dry,0
T20220000783,2,Wet,0
T20220000770,2,Wet,0
T20220006009,2,Wet,0
T20220000967,9,Unk.,1
T20220005209,2,Wet,0
T20220000807,1,Dry,1
T20220000788,1,Dry,1
T20220000776,2,Wet,1
T20220000850,1,Dry,1
T20220000838,1,Dry,1
T20220000794,2,Wet,1
T20220000837,1,Dry,0
T20220000834,1,Dry,1
T20220000923,1,Dry,0
T20220001237,1,Dry,1
T20220000833,2,Wet,1
T20220000845,1,Dry,1
T20220000827,1,Dry,1
T20220000848,1,Dry,1
T20220001115,1,Dry,0
T20220001114,1,Dry,1
T20220000824,1,Dry,0
T20220000791,1,Dry,1
T20220000795,1,Dry,1
T20220001215,9,Unk.,1
T20220001048,9,Unk.,1
T20220000861,1,Dry,0
T20220001475,1,Dry,1
T20220000909,9,Unk.,0
T20220000904,1,Dry,0
T20220000863,1,Dry,0
T20220000951,1,Dry,1
T20220000895,1,Dry,1
T20220000891,1,Dry,1
T20220000880,1,Dry,1
T20220000930,1,Dry,1
T20220000875,1,Dry,1
T20220000888,1,Dry,0
T20220000866,1,Dry,1
T20220000857,1,Dry,1
T20220000896,1,Dry,0
T20220000964,1,Dry,1
T20220000884,1,Dry,1
T20220000977,1,Dry,0
T20220001246,1,Dry,0
T20220001505,1,Dry,0
T20220005234,1,Dry,0
T20220000883,1,Dry,1
T20220000957,1,Dry,1
T20220000970,1,Dry,1
T20220000980,1,Dry,1
T20220014997,3,Muddy,1
T20220000999,1,Dry,1
T20220000920,1,Dry,1
T20220001040,1,Dry,1
T20220001036,1,Dry,1
T20220000921,1,Dry,0
T20220000922,1,Dry,1
T20220000924,1,Dry,0
T20220000926,1,Dry,1
T20220000927,1,Dry,1
T20220000919,1,Dry,1
T20220000918,1,Dry,1
T20220000937,1,Dry,0
T20220000929,1,Dry,1
T20220000912,1,Dry,1
T20220000911,9,Unk.,1
T20220000903,1,Dry,1
T20220000902,1,Dry,1
T20220000934,1,Dry,1
T20220001532,1,Dry,0
T20220011133,9,Unk.,1
T20220004911,3,Muddy,1
T20220000932,1,Dry,1
T20220002794,1,Dry,0
T20220020766,9,Unk.,1
T20220008176,1,Dry,1
T20220000950,1,Dry,1
T20220000949,1,Dry,1
T20220000947,1,Dry,0
T20220000946,1,Dry,1
T20220000943,1,Dry,0
T20220000955,1,Dry,1
T20220001002,1,Dry,1
T20220000991,1,Dry,0
T20220000994,1,Dry,1
T20220005069,1,Dry,1
T20220000995,1,Dry,0
T20220000997,1,Dry,1
T20220001010,1,Dry,1
T20220001170,1,Dry,0
T20220000969,1,Dry,1
T20220001008,1,Dry,1
T20220001013,1,Dry,1
T20220001057,1,Dry,0
T20220000998,1,Dry,1
T20220001043,1,Dry,0
T20220001005,1,Dry,0
T20220006160,1,Dry,1
T20220001045,1,Dry,0
T20220001083,1,Dry,1
T20220001001,1,Dry,0
T20220001012,1,Dry,0
T20220000976,1,Dry,0
T20220005849,1,Dry,0
T20220001015,1,Dry,1
T20220001011,1,Dry,1
T20220000984,1,Dry,1
T20220001508,1,Dry,0
T20220000989,1,Dry,1
T20220001556,9,Unk.,0
T20220001888,9,Unk.,1
T20220016960,9,Unk.,1
T20220001059,1,Dry,1
T20220001054,1,Dry,1
T20220001049,1,Dry,1
T20220001193,1,Dry,1
T20220001421,1,Dry,0
T20220001078,1,Dry,1
T20220001086,1,Dry,1
T20220001090,1,Dry,1
T20220001065,1,Dry,1
T20220001069,1,Dry,1
T20220001068,1,Dry,1
T20220005502,1,Dry,0
T20220001062,1,Dry,1
T20220001060,1,Dry,1
T20220001046,1,Dry,1
T20220001047,1,Dry,1
T20220001094,1,Dry,0
T20220001096,1,Dry,1
T20220001077,1,Dry,0
T20220001081,1,Dry,0
T20220001091,1,Dry,0
T20220001071,1,Dry,1
T20220001813,9,Unk.,1
T20220001135,1,Dry,1
T20220001132,1,Dry,0
T20220001039,1,Dry,0
T20220001127,1,Dry,1
T20220001035,1,Dry,1
T20220001032,1,Dry,1
T20220001111,1,Dry,1
T20220001110,1,Dry,1
T20220001025,1,Dry,1
T20220001085,1,Dry,1
T20220001033,1,Dry,1
T20220003003,1,Dry,1
T20220001021,1,Dry,1
T20220001020,1,Dry,1
T20220006695,1,Dry,0
T20220001058,1,Dry,1
T20220001018,1,Dry,0
T20220001164,1,Dry,0
T20220001162,1,Dry,1
T20220001160,1,Dry,1
T20220001258,1,Dry,1
T20220001742,1,Dry,1
T20220001157,1,Dry,1
T20220001154,1,Dry,0
T20220001152,1,Dry,0
T20220001148,1,Dry,1
T20220001147,1,Dry,1
T20220001145,1,Dry,1
T20220001136,1,Dry,0
T20220002707,1,Dry,1
T20220002225,1,Dry,1
T20220001131,1,Dry,1
T20220001128,1,Dry,1
T20220003841,1,Dry,0
T20220001305,1,Dry,0
T20220001126,1,Dry,1
T20220001124,1,Dry,1
T20220001122,1,Dry,1
T20220002039,1,Dry,1
T20220001118,1,Dry,1
T20220001117,1,Dry,1
T20220003858,1,Dry,0
T20220003658,1,Dry,1
T20220001729,1,Dry,1
T20220001133,1,Dry,1
T20220001109,1,Dry,1
T20220001108,1,Dry,1
T20220002180,1,Dry,1
T20220001353,1,Dry,0
T20220001103,1,Dry,1
T20220001100,1,Dry,1
T20220008862,1,Dry,1
T20220001572,1,Dry,1
T20220001243,1,Dry,0
T20220001264,1,Dry,0
T20220001197,1,Dry,1
T20220001241,1,Dry,1
T20220002363,9,Unk.,0
T20220001517,4,Snowy,2
T20220001166,1,Dry,1
T20220003666,1,Dry,0
T20220004829,2,Wet,1
T20220001181,1,Dry,0
T20220001167,1,Dry,1
T20220001453,1,Dry,1
T20220001844,1,Dry,1
T20220001230,1,Dry,1
T20220001817,1,Dry,1
T20220007809,1,Dry,0
T20220003312,9,Unk.,1
T20220001513,9,Unk.,0
T20220001694,1,Dry,1
T20220001978,1,Dry,1
T20220001306,1,Dry,1
T20220001309,1,Dry,0
T20220001225,1,Dry,1
T20220001216,1,Dry,1
T20220001209,1,Dry,1
T20220001204,1,Dry,0
T20220001200,1,Dry,0
T20220001192,1,Dry,1
T20220001189,1,Dry,0
T20220001318,1,Dry,1
T20220001290,1,Dry,1
T20220001339,1,Dry,0
T20220001247,1,Dry,1
T20220001473,1,Dry,0
T20220001257,1,Dry,1
T20220001262,1,Dry,1
T20220001327,1,Dry,0
T20220001326,1,Dry,1
T20220001324,1,Dry,0
T20220001321,1,Dry,1
T20220002477,1,Dry,0
T20220001260,1,Dry,1
T20220001320,1,Dry,1
T20220001263,1,Dry,1
T20220001930,1,Dry,0
T20220001315,1,Dry,0
T20220001311,1,Dry,0
T20220001249,1,Dry,1
T20220001310,1,Dry,0
T20220001636,1,Dry,1
T20220001298,1,Dry,1
T20220001296,1,Dry,0
T20220001269,1,Dry,0
T20220001276,1,Dry,1
T20220001279,1,Dry,0
T20220001280,1,Dry,1
T20220001887,9,Unk.,1
T20220001283,1,Dry,1
T20220002052,1,Dry,1
T20220001487,1,Dry,0
T20220001256,1,Dry,1
T20220001239,1,Dry,1
T20220001289,9,Unk.,1
T20220001593,9,Unk.,1
T20220001248,1,Dry,1
T20220001293,1,Dry,1
T20220002362,9,Unk.,1
T20220001569,1,Dry,1
T20220001288,1,Dry,0
T20220001331,1,Dry,1
T20220001386,1,Dry,1
T20220001939,1,Dry,1
T20220001342,1,Dry,0
T20230000204,1,Dry,0
T20220001374,1,Dry,0
T20220001372,1,Dry,1
T20220001371,1,Dry,0
T20220001369,1,Dry,1
T20220001368,1,Dry,1
T20220001367,1,Dry,1
T20220001354,1,Dry,0
T20220001380,1,Dry,1
T20220002607,1,Dry,1
T20220001492,9,Unk.,1
T20220002053,9,Unk.,0
T20220001358,1,Dry,0
T20220001361,1,Dry,1
T20220001471,1,Dry,0
T20220023531,1,Dry,1
T20220002056,1,Dry,0
T20220003247,1,Dry,1
T20220001352,1,Dry,1
T20220001389,1,Dry,0
T20220001364,1,Dry,1
T20220001388,1,Dry,1
T20220001411,1,Dry,0
T20220001387,1,Dry,1
T20220001347,1,Dry,0
T20220001348,1,Dry,1
T20220001349,1,Dry,1
T20220001350,1,Dry,1
T20220001394,1,Dry,1
T20220001577,9,Unk.,1
T20220001407,1,Dry,0
T20220001415,1,Dry,0
T20220001748,1,Dry,1
T20220001443,1,Dry,0
T20220003024,1,Dry,1
T20220001964,1,Dry,0
T20220001379,1,Dry,0
T20220001376,1,Dry,0
T20220001667,1,Dry,1
T20220001345,1,Dry,1
T20220001337,1,Dry,1
T20220001412,1,Dry,1
T20220001591,1,Dry,0
T20220001413,1,Dry,1
T20220002061,1,Dry,1
T20220001403,1,Dry,1
T20220001414,1,Dry,1
T20220001734,1,Dry,1
T20220002066,1,Dry,1
T20220001392,1,Dry,1
T20220001416,1,Dry,1
T20220001419,1,Dry,1
T20220001454,1,Dry,1
T20220001450,1,Dry,1
T20220004195,1,Dry,0
T20220001449,1,Dry,1
T20220001724,1,Dry,1
T20220001408,1,Dry,0
T20220001442,5,Icy,1
T20220001432,1,Dry,1
T20220001396,1,Dry,1
T20220001400,1,Dry,1
T20220001496,1,Dry,1
T20220001638,9,Unk.,0
T20220001477,1,Dry,0
T20220001410,1,Dry,0
T20220001439,1,Dry,1
T20220004563,1,Dry,0
T20220001655,1,Dry,1
T20220001434,1,Dry,0
T20220001427,1,Dry,1
T20220001406,1,Dry,0
T20220002111,1,Dry,1
T20220001425,1,Dry,1
T20220002342,9,Unk.,0
T20220002208,1,Dry,1
T20220002733,1,Dry,1
T20220001401,1,Dry,1
T20220001393,1,Dry,1
T20220001440,1,Dry,0
T20220001467,1,Dry,0
T20220004083,1,Dry,1
T20220001476,1,Dry,1
T20220001486,1,Dry,1
T20220002376,1,Dry,1
T20220001520,1,Dry,1
T20220001518,1,Dry,1
T20220001516,1,Dry,0
T20220001512,1,Dry,1
T20220001509,1,Dry,1
T20220001507,1,Dry,1
T20220001506,1,Dry,0
T20220001499,1,Dry,1
T20220001498,1,Dry,1
T20220001497,1,Dry,1
T20220003502,9,Unk.,0
T20220001738,1,Dry,1
T20220001547,1,Dry,1
T20220001545,1,Dry,1
T20220001542,1,Dry,1
T20220001539,1,Dry,1
T20220001534,1,Dry,0
T20220001854,1,Dry,1
T20220001531,1,Dry,0
T20220001525,1,Dry,0
T20220001523,9,Unk.,1
T20220001855,1,Dry,0
T20220005430,1,Dry,1
T20220007115,9,Unk.,0
T20220001657,1,Dry,1
T20220001526,1,Dry,1
T20220002103,1,Dry,0
T20220001610,1,Dry,1
T20220002125,9,Unk.,0
T20220003429,1,Dry,1
T20220003352,1,Dry,1
T20220001571,1,Dry,1
T20220019741,1,Dry,0
T20220001594,1,Dry,1
T20220001588,1,Dry,1
T20220001628,1,Dry,0
T20220001595,1,Dry,1
T20220001625,1,Dry,1
T20220001623,1,Dry,1
T20220001622,1,Dry,0
T20220001621,1,Dry,1
T20220001619,1,Dry,1
T20220001617,1,Dry,1
T20220001558,1,Dry,1
T20220001576,1,Dry,1
T20220001564,1,Dry,1
T20220001582,1,Dry,1
T20220003328,1,Dry,1
T20220007178,1,Dry,0
T20220001553,1,Dry,1
T20220001552,1,Dry,0
T20220001597,1,Dry,0
T20220001598,1,Dry,1
T20220001649,1,Dry,1
T20220001603,1,Dry,1
T20220001634,1,Dry,1
T20220002278,9,Unk.,1
T20220001648,1,Dry,1
T20220001605,1,Dry,1
T20220001606,1,Dry,1
T20220001607,1,Dry,1
T20220001736,1,Dry,1
T20220001551,1,Dry,1
T20220001586,1,Dry,0
T20220001585,1,Dry,1
T20220001746,1,Dry,1
T20220001991,1,Dry,0
T20220001612,1,Dry,1
T20220001614,1,Dry,0
T20220001616,1,Dry,1
T20220001810,1,Dry,0
T20220001544,1,Dry,1
T20220009212,9,Unk.,1
T20220001581,1,Dry,1
T20220005278,1,Dry,1
T20220001639,1,Dry,1
T20220001567,1,Dry,1
T20220001566,1,Dry,1
T20220001565,1,Dry,1
T20220001683,1,Dry,1
T20220001677,1,Dry,0
T20220001801,2,Wet,0
T20220001676,1,Dry,1
T20220001668,1,Dry,1
T20220001661,1,Dry,1
T20220001653,1,Dry,1
T20220001647,1,Dry,0
T20220001646,1,Dry,0
T20220001645,1,Dry,1
T20220001635,1,Dry,1
T20220001695,1,Dry,1
T20220012200,9,Unk.,1
T20220001654,1,Dry,1
T20220001802,1,Dry,1
T20220001631,1,Dry,1
T20220001693,1,Dry,1
T20220002029,1,Dry,0
T20220001684,1,Dry,1
T20220002778,1,Dry,0
T20220001686,1,Dry,1
T20220002310,1,Dry,1
T20220001912,1,Dry,0
T20220006729,1,Dry,1
T20220001795,2,Wet,1
T20220002146,2,Wet,0
T20220001743,1,Dry,0
T20220001737,1,Dry,0
T20220001772,1,Dry,1
T20220003785,1,Dry,0
T20220017147,2,Wet,1
T20220001787,1,Dry,1
T20220001786,1,Dry,1
T20220001733,1,Dry,1
T20220001731,1,Dry,1
T20220001728,1,Dry,1
T20220001727,1,Dry,1
T20220001921,1,Dry,1
T20220001722,2,Wet,1
T20220001721,2,Wet,1
T20220002365,9,Unk.,0
T20220001718,1,Dry,1
T20220002432,2,Wet,1
T20220001714,2,Wet,0
T20220001784,1,Dry,1
T20220001713,2,Wet,1
T20220001771,1,Dry,1
T20220004033,1,Dry,1
T20220001767,1,Dry,1
T20220001783,3,Muddy,2
T20220001766,1,Dry,1
T20220001761,1,Dry,1
T20220001710,2,Wet,0
T20220001781,2,Wet,1
T20220002736,1,Dry,1
T20220001702,2,Wet,1
T20220001709,2,Wet,1
T20220001760,1,Dry,1
T20220001780,1,Dry,1
T20220001779,1,Dry,1
T20220002042,2,Wet,0
T20220001704,2,Wet,1
T20220001814,1,Dry,1
T20220001778,1,Dry,0
T20220001818,1,Dry,1
T20220001827,1,Dry,1
T20220002391,1,Dry,1
T20220002182,1,Dry,0
T20220003860,1,Dry,1
T20220001806,2,Wet,1
T20220001759,1,Dry,0
T20220001797,1,Dry,1
T20220003406,1,Dry,1
T20220001811,2,Wet,1
T20220001750,1,Dry,1
T20220001692,2,Wet,1
T20220010067,9,Unk.,1
T20220001862,2,Wet,1
T20220001859,2,Wet,1
T20220001858,2,Wet,1
T20220001852,2,Wet,1
T20220001856,2,Wet,0
T20220001851,2,Wet,1
T20220001850,2,Wet,1
T20220001849,2,Wet,0
T20220003236,2,Wet,1
T20220001848,2,Wet,1
T20220001846,2,Wet,0
T20220001840,2,Wet,1
T20220001832,1,Dry,0
T20220001820,1,Dry,0
T20220001819,1,Dry,0
T20220001816,1,Dry,0
T20220003570,2,Wet,0
T20220001805,1,Dry,1
T20220001803,1,Dry,1
T20220002200,2,Wet,0
T20220009287,2,Wet,0
T20220001791,2,Wet,1
T20220001790,1,Dry,1
T20220002287,2,Wet,1
T20220002826,2,Wet,0
T20220002739,9,Unk.,1
T20220003344,2,Wet,1
T20220002160,9,Unk.,0
T20220011732,9,Unk.,1
T20220002829,2,Wet,1
T20220002357,2,Wet,0
T20220002605,2,Wet,1
T20220001909,9,Unk.,1
T20220002871,2,Wet,0
T20220002821,2,Wet,0
T20220004818,2,Wet,1
T20220021419,1,Dry,1
T20220002054,9,Unk.,0
T20220002473,1,Dry,0
T20220001869,2,Wet,0
T20220001867,2,Wet,1
T20220001866,2,Wet,1
T20220001863,2,Wet,1
T20220001890,2,Wet,1
T20220001989,1,Dry,1
T20220001988,1,Dry,1
T20220001914,1,Dry,1
T20220001905,1,Dry,1
T20220001885,1,Dry,1
T20220001884,2,Wet,1
T20220001881,2,Wet,1
T20220002440,1,Dry,0
T20220002078,1,Dry,1
T20220002162,1,Dry,0
T20220001894,2,Wet,1
T20220002122,2,Wet,1
T20220001938,1,Dry,0
T20220001952,1,Dry,1
T20220002746,1,Dry,1
T20220002059,9,Unk.,0
T20220001875,1,Dry,0
T20220001940,1,Dry,1
T20220001937,1,Dry,0
T20220001932,1,Dry,0
T20220001925,1,Dry,1
T20220001920,1,Dry,1
T20230002530,1,Dry,0
T20220001911,1,Dry,0
T20220002047,1,Dry,0
T20220001917,1,Dry,1
T20220001915,1,Dry,1
T20220004657,1,Dry,0
T20220002959,1,Dry,0
T20220007497,1,Dry,0
T20220003496,1,Dry,1
T20220002895,1,Dry,1
T20220002189,1,Dry,0
T20220002194,1,Dry,1
T20220002482,1,Dry,0
T20220003237,1,Dry,0
T20220001975,1,Dry,0
T20220002022,1,Dry,0
T20220002620,1,Dry,0
T20220002009,1,Dry,0
T20220001993,1,Dry,0
T20220001953,1,Dry,0
T20220001992,1,Dry,1
T20220001950,1,Dry,1
T20220002005,1,Dry,1
T20220002003,1,Dry,0
T20220002006,1,Dry,0
T20220001985,1,Dry,1
T20220002001,1,Dry,1
T20220001983,1,Dry,1
T20220001976,1,Dry,1
T20220002000,1,Dry,0
